"","id","f_analisis","var_rpta","segmento","valor_total_transferido","n_transacciones_exitosas","val_por_transaccion","disposit"
"15440",15440,201710,0,2,49326966.2,713,69182.2807854137,8
"15441",15441,201705,0,5,0,2804,0,1
"15442",15442,201706,0,5,6775250,0,0,4
"15443",15443,201806,0,4,68461338.7,1206,56767.2791873964,3
"15444",15444,201701,0,0,97072172.2,1342,72333.9584202683,3
"15445",15445,201602,0,5,0,651,0,2
"15446",15446,201703,0,5,7990750,2,3995375,4
"15447",15447,201802,0,4,35847274.4315,787,45549.2686550191,8
"15448",15448,201606,0,1,0,2507,0,2
"15449",15449,201609,0,4,0,7,0,5
"15450",15450,201707,0,5,7008750,502,13961.6533864542,5
"15451",15451,201604,0,4,2234750,270,8276.85185185185,6
"15452",15452,201610,0,5,0,334,0,4
"15453",15453,201605,0,5,0,502,0,3
"15454",15454,201609,0,4,0,75,0,3
"15455",15455,201606,0,5,0,58,0,3
"15456",15456,201708,0,5,39209000,34,1153205.88235294,3
"15457",15457,201708,0,0,1297040.75,1040,1247.15456730769,3
"15458",15458,201603,1,5,12010000,810,14827.1604938272,4
"15459",15459,201711,0,5,3765000,210,17928.5714285714,5
"15460",15460,201606,0,5,0,323,0,2
"15461",15461,201606,0,5,0,0,0,3
"15462",15462,201710,0,2,1904765282.5,22,86580240.1136364,5
"15463",15463,201609,0,5,0,1948,0,2
"15464",15464,201710,0,5,0,98,0,1
"15465",15465,201701,0,5,70366478.975,1,70366478.975,4
"15466",15466,201611,0,4,7576801.05,514,14740.85807393,1
"15467",15467,201601,0,4,786000,884,889.140271493213,6
"15468",15468,201610,0,4,0,144,0,3
"15469",15469,201602,0,5,0,5,0,2
"15470",15470,201709,0,0,40376635.2,2,20188317.6,5
"15471",15471,201712,0,5,0,539,0,2
"15472",15472,201709,0,0,9394500,516,18206.3953488372,4
"15473",15473,201611,0,5,0,1282,0,3
"15474",15474,201609,0,5,0,8,0,1
"15475",15475,201612,1,1,0,0,0,3
"15476",15476,201712,0,4,161351050,9,17927894.4444444,5
"15477",15477,201804,0,0,0,2066,0,4
"15478",15478,201711,0,4,1235380,9,137264.444444444,3
"15479",15479,201703,0,3,0,101,0,6
"15480",15480,201710,0,5,329218,87,3784.11494252874,4
"15481",15481,201806,0,2,206655776.2795,594,347905.347271886,6
"15482",15482,201711,0,0,0,7575,0,1
"15483",15483,201601,0,5,3056650,983,3109.51169888098,5
"15484",15484,201608,0,2,144697809.45,777,186226.266988417,4
"15485",15485,201705,0,5,0,527,0,2
"15486",15486,201707,0,5,3420009.5,8,427501.1875,2
"15487",15487,201806,0,5,140120372.85,3,46706790.95,4
"15488",15488,201803,0,5,0,1207,0,5
"15489",15489,201802,1,1,0,69,0,4
"15490",15490,201704,0,5,0,38,0,1
"15491",15491,201609,0,4,54859550.05,0,0,7
"15492",15492,201709,0,5,6892550,1629,4231.15408225906,5
"15493",15493,201608,0,5,47307457.05,1239,38181.9669491525,6
"15494",15494,201804,0,4,2632481.6,2658,990.399398043642,3
"15495",15495,201605,0,0,0,811,0,4
"15496",15496,201709,0,5,0,131,0,1
"15497",15497,201602,0,0,299762.05,189,1586.04259259259,4
"15498",15498,201803,0,5,0,423,0,1
"15499",15499,201603,0,5,4036250,2,2018125,5
"15500",15500,201704,0,5,0,350,0,1
"15501",15501,201805,0,5,9246731.9,268,34502.7309701493,4
"15502",15502,201612,0,5,1942.5,547,3.55118829981718,4
"15503",15503,201609,0,4,18787500,10,1878750,3
"15504",15504,201710,0,1,0,1720,0,2
"15505",15505,201708,0,1,0,4,0,5
"15506",15506,201608,0,3,0,32,0,4
"15507",15507,201608,0,5,0,809,0,1
"15508",15508,201608,0,2,16587500,2,8293750,5
"15509",15509,201602,0,4,11058771.7,809,13669.6807169345,3
"15510",15510,201603,0,5,111300,329,338.297872340426,4
"15511",15511,201807,0,0,0,63,0,2
"15512",15512,201706,0,0,93633.9,169,554.04674556213,2
"15513",15513,201803,0,5,67260180,52,1293465,2
"15514",15514,201708,1,5,0,999,0,3
"15515",15515,201608,0,4,5994000,10,599400,4
"15516",15516,201705,0,4,41015000,770,53266.2337662338,1
"15517",15517,201706,0,0,0,274,0,1
"15518",15518,201708,0,5,32709035,8,4088629.375,3
"15519",15519,201602,0,5,0,1019,0,1
"15520",15520,201711,0,5,0,18,0,2
"15521",15521,201710,0,0,8705581,2,4352790.5,5
"15522",15522,201708,0,5,0,1680,0,4
"15523",15523,201807,0,0,5020414.3,29,173117.734482759,3
"15524",15524,201610,0,5,7827.05,998,7.84273547094188,2
"15525",15525,201703,0,4,0,3,0,1
"15526",15526,201603,0,5,161500,600,269.166666666667,4
"15527",15527,201708,0,4,59615225,168,354852.529761905,4
"15528",15528,201709,0,4,0,1385,0,5
"15529",15529,201702,0,4,22079200,2864,7709.21787709497,1
"15530",15530,201804,0,1,145160,631,230.047543581616,4
"15531",15531,201704,0,0,1349,65,20.7538461538462,5
"15532",15532,201801,0,4,0,928,0,4
"15533",15533,201611,0,5,128250,45,2850,7
"15534",15534,201708,0,0,0,831,0,1
"15535",15535,201711,1,0,1777500,833,2133.85354141657,1
"15536",15536,201807,0,4,513000,155,3309.67741935484,4
"15537",15537,201710,0,5,5831350,958,6087.00417536534,5
"15538",15538,201708,0,0,10942500,507,21582.8402366864,4
"15539",15539,201710,0,0,0,74,0,2
"15540",15540,201607,0,5,0,206,0,4
"15541",15541,201704,0,0,0,176,0,1
"15542",15542,201609,0,2,39250250,17,2308838.23529412,4
"15543",15543,201801,0,4,14868221.95,1030,14435.1669417476,2
"15544",15544,201608,0,5,147866639.05,2128,69486.2025610902,7
"15545",15545,201712,0,5,0,4466,0,3
"15546",15546,201610,0,5,0,6,0,1
"15547",15547,201701,0,5,0,210,0,4
"15548",15548,201710,0,5,0,37,0,1
"15549",15549,201801,0,0,0,0,0,5
"15550",15550,201711,0,3,1706315.7,237,7199.64430379747,6
"15551",15551,201610,0,5,0,573,0,4
"15552",15552,201701,0,5,0,16,0,1
"15553",15553,201708,0,5,13704044.2,45,304534.315555556,5
"15554",15554,201601,0,4,19257531.9,190,101355.431052632,3
"15555",15555,201603,0,5,0,557,0,1
"15556",15556,201705,1,1,5183000,439,11806.3781321185,5
"15557",15557,201603,0,1,5386380.75,224,24046.3426339286,3
"15558",15558,201805,0,5,0,32,0,2
"15559",15559,201610,0,0,0,3,0,1
"15560",15560,201607,0,5,0,0,0,4
"15561",15561,201712,0,2,57681946.8005,145,397806.529658621,7
"15562",15562,201710,0,5,47003690.564,4314,10895.6167278628,6
"15563",15563,201709,0,5,68882083.9,584,117948.77380137,3
"15564",15564,201807,0,2,0,503,0,3
"15565",15565,201602,0,5,0,504,0,4
"15566",15566,201611,0,5,0,286,0,3
"15567",15567,201710,0,5,9433785.5,55,171523.372727273,8
"15568",15568,201603,0,5,220500,1278,172.535211267606,3
"15569",15569,201803,0,5,0,58,0,2
"15570",15570,201711,0,4,0,11,0,1
"15571",15571,201804,1,1,0,4,0,2
"15572",15572,201708,0,5,0,2,0,3
"15573",15573,201605,0,5,1374624.2,8,171828.025,4
"15574",15574,201705,0,0,181250,29,6250,1
"15575",15575,201703,0,0,0,221,0,4
"15576",15576,201705,1,1,1900000,511,3718.19960861057,4
"15577",15577,201710,0,1,5262231.15,835,6302.07323353293,2
"15578",15578,201803,0,5,97192350.75,12,8099362.5625,4
"15579",15579,201707,0,4,5138050,976,5264.39549180328,2
"15580",15580,201804,0,5,0,545,0,1
"15581",15581,201806,0,0,0,175,0,2
"15582",15582,201704,0,5,19384310.85,50,387686.217,8
"15583",15583,201605,1,1,0,856,0,1
"15584",15584,201708,0,5,63932456.3,1,63932456.3,5
"15585",15585,201711,0,0,0,1883,0,1
"15586",15586,201803,0,5,0,14,0,1
"15587",15587,201707,0,5,52284234.4,2,26142117.2,3
"15588",15588,201709,0,5,3425470.2,1917,1786.89107981221,3
"15589",15589,201704,0,5,2706225,38,71216.4473684211,4
"15590",15590,201706,0,2,3111172.9,439,7086.95421412301,5
"15591",15591,201803,0,5,0,526,0,3
"15592",15592,201611,0,4,38000,104,365.384615384615,1
"15593",15593,201710,0,5,0,2297,0,2
"15594",15594,201704,0,5,179800,2,89900,3
"15595",15595,201706,0,4,0,733,0,4
"15596",15596,201707,0,5,7108946.9,703,10112.3,5
"15597",15597,201710,1,1,0,2846,0,3
"15598",15598,201704,0,5,2769.25,132,20.9791666666667,4
"15599",15599,201806,0,4,4459380,70,63705.4285714286,2
"15600",15600,201701,0,5,0,204,0,1
"15601",15601,201612,0,5,0,228,0,1
"15602",15602,201706,0,0,0,281,0,3
"15603",15603,201701,0,4,22758545,281,80991.2633451957,7
"15604",15604,201609,0,0,0,1461,0,1
"15605",15605,201802,1,0,0,58,0,6
"15606",15606,201710,0,5,0,43,0,1
"15607",15607,201604,0,3,229512761.95,0,0,1
"15608",15608,201710,0,5,0,3470,0,6
"15609",15609,201610,0,0,0,29,0,1
"15610",15610,201702,0,4,1578200,193,8177.20207253886,7
"15611",15611,201611,0,4,0,212,0,5
"15612",15612,201601,0,5,0,61,0,2
"15613",15613,201804,0,5,0,0,0,2
"15614",15614,201806,0,5,0,42,0,2
"15615",15615,201701,0,5,0,953,0,5
"15616",15616,201605,0,5,0,142,0,3
"15617",15617,201609,0,4,64750,3,21583.3333333333,4
"15618",15618,201701,0,5,42903915.5,253,169580.693675889,5
"15619",15619,201807,0,5,43648164.15,326,133890.074079755,5
"15620",15620,201712,0,0,0,767,0,2
"15621",15621,201711,0,0,734207.6,4,183551.9,6
"15622",15622,201705,0,0,0,650,0,4
"15623",15623,201707,0,1,0,9,0,2
"15624",15624,201710,0,5,0,2,0,1
"15625",15625,201707,0,5,0,0,0,2
"15626",15626,201704,0,5,3700500,2,1850250,6
"15627",15627,201606,0,5,0,401,0,1
"15628",15628,201803,0,4,17580500,0,0,2
"15629",15629,201712,0,5,0,2426,0,4
"15630",15630,201706,0,0,0,1006,0,1
"15631",15631,201609,0,4,9399575,0,0,7
"15632",15632,201807,0,5,733771.45,1541,476.165768981181,6
"15633",15633,201608,0,2,4591187.5,242,18971.8491735537,5
"15634",15634,201706,0,0,1475000,1155,1277.05627705628,4
"15635",15635,201709,0,5,313279380.8335,65,4819682.78205385,7
"15636",15636,201607,0,5,0,1513,0,5
"15637",15637,201610,0,2,0,147,0,5
"15638",15638,201803,0,5,29902222,676,44234.0562130177,4
"15639",15639,201706,1,0,0,484,0,2
"15640",15640,201606,0,2,0,2,0,3
"15641",15641,201707,0,4,19615996.15,274,71591.2268248175,5
"15642",15642,201703,1,3,0,905,0,1
"15643",15643,201706,0,5,416400,6,69400,3
"15644",15644,201608,0,1,0,748,0,1
"15645",15645,201805,1,4,5149740,478,10773.5146443515,4
"15646",15646,201604,0,2,0,1293,0,4
"15647",15647,201706,0,4,103394090,96,1077021.77083333,4
"15648",15648,201702,0,4,529897863,2350,225488.452340426,3
"15649",15649,201710,0,5,49676860.6,998,49776.4134268537,6
"15650",15650,201612,0,1,0,1694,0,3
"15651",15651,201707,0,0,0,598,0,1
"15652",15652,201607,0,4,1065205.05,281,3790.7653024911,4
"15653",15653,201805,0,5,0,540,0,3
"15654",15654,201605,0,4,3930100,12,327508.333333333,3
"15655",15655,201704,0,1,0,180,0,2
"15656",15656,201702,0,5,2584350,15,172290,4
"15657",15657,201703,1,5,5821681.25,557,10451.8514362657,3
"15658",15658,201711,0,0,0,58,0,2
"15659",15659,201711,0,5,0,232,0,1
"15660",15660,201703,0,5,0,8,0,2
"15661",15661,201710,0,5,2944283.65,275,10706.486,2
"15662",15662,201712,0,4,0,12,0,4
"15663",15663,201701,0,0,0,294,0,3
"15664",15664,201703,0,2,10281500,93,110553.76344086,5
"15665",15665,201601,0,5,0,489,0,3
"15666",15666,201709,1,1,0,0,0,1
"15667",15667,201604,0,5,27466319.8,0,0,5
"15668",15668,201704,1,5,1512250,1271,1189.81117230527,7
"15669",15669,201611,0,5,0,1983,0,1
"15670",15670,201709,0,3,86114556.15,1,86114556.15,7
"15671",15671,201710,0,5,0,3137,0,1
"15672",15672,201703,0,5,9834942.15,4,2458735.5375,5
"15673",15673,201611,0,5,0,2065,0,1
"15674",15674,201709,0,0,0,2,0,2
"15675",15675,201801,0,2,171451604.25,659,260169.353945372,5
"15676",15676,201801,0,5,55318459.55,2512,22021.6797571656,5
"15677",15677,201711,0,5,1294948.15,1353,957.093976348854,2
"15678",15678,201801,0,5,560000,59,9491.52542372881,2
"15679",15679,201702,0,0,0,394,0,3
"15680",15680,201707,0,5,24290682.35,5,4858136.47,5
"15681",15681,201703,0,2,53832501.086,1194,45085.8468056951,2
"15682",15682,201703,0,1,906800.65,409,2217.11650366748,2
"15683",15683,201712,0,5,9715910.25,3,3238636.75,5
"15684",15684,201611,0,5,31408762.2,482,65163.4070539419,4
"15685",15685,201709,0,5,0,91,0,4
"15686",15686,201606,0,5,0,87,0,1
"15687",15687,201802,0,0,0,22,0,1
"15688",15688,201801,0,5,25705201.05,1,25705201.05,5
"15689",15689,201706,1,1,0,1706,0,1
"15690",15690,201807,0,5,46755837.2855,208,224787.679257212,2
"15691",15691,201612,0,0,4375000,2309,1894.75963620615,5
"15692",15692,201807,0,5,0,744,0,4
"15693",15693,201601,0,5,0,7,0,4
"15694",15694,201604,0,2,186577169.45,21,8884627.11666667,4
"15695",15695,201710,0,4,702450.35,1348,521.105600890208,4
"15696",15696,201606,0,5,3553225,498,7134.98995983936,4
"15697",15697,201711,0,5,11212812.647,515,21772.4517417476,6
"15698",15698,201612,0,0,11294425.7,98,115249.241836735,7
"15699",15699,201702,0,5,9838852.7,1026,9589.52504873294,6
"15700",15700,201807,1,0,0,913,0,2
"15701",15701,201701,0,5,5623267,281,20011.6263345196,6
"15702",15702,201712,0,5,3368587.5,822,4098.03832116788,5
"15703",15703,201611,0,1,0,973,0,3
"15704",15704,201610,0,5,0,50,0,4
"15705",15705,201801,0,4,34598750,101,342561.881188119,4
"15706",15706,201807,0,5,33778702.65,984,34327.949847561,5
"15707",15707,201704,0,5,0,570,0,4
"15708",15708,201701,0,5,0,380,0,2
"15709",15709,201804,0,4,0,2,0,1
"15710",15710,201708,0,5,6880304.05,2,3440152.025,4
"15711",15711,201804,0,4,6188750,940,6583.77659574468,3
"15712",15712,201604,0,4,6201197.85,504,12303.9639880952,5
"15713",15713,201612,0,5,0,548,0,3
"15714",15714,201701,0,5,99150,23,4310.86956521739,1
"15715",15715,201710,0,5,113314844,88,1287668.68181818,3
"15716",15716,201707,0,5,0,1387,0,3
"15717",15717,201706,0,4,3593000,15,239533.333333333,6
"15718",15718,201610,0,0,0,142,0,1
"15719",15719,201605,1,5,0,1,0,3
"15720",15720,201801,1,0,0,12,0,1
"15721",15721,201702,0,0,1365,88,15.5113636363636,3
"15722",15722,201710,0,5,0,1230,0,4
"15723",15723,201711,0,4,333982200,553,603946.112115732,6
"15724",15724,201807,0,5,420000,1526,275.229357798165,5
"15725",15725,201611,1,5,0,34,0,1
"15726",15726,201702,0,3,16144106.25,0,0,5
"15727",15727,201708,0,0,8214250,1126,7295.07104795737,5
"15728",15728,201612,0,4,2787650,1205,2313.40248962656,5
"15729",15729,201606,0,4,0,246,0,3
"15730",15730,201708,1,0,60952300,3,20317433.3333333,2
"15731",15731,201703,0,5,401887100,728,552042.71978022,2
"15732",15732,201603,0,0,1489950,565,2637.0796460177,1
"15733",15733,201711,0,5,3169146.25,411,7710.81812652068,3
"15734",15734,201603,0,4,0,52,0,6
"15735",15735,201708,0,5,0,21,0,1
"15736",15736,201612,0,5,4559150,4,1139787.5,6
"15737",15737,201708,0,5,0,1288,0,1
"15738",15738,201710,0,5,5619905,0,0,6
"15739",15739,201807,0,0,0,914,0,4
"15740",15740,201805,1,5,0,463,0,4
"15741",15741,201709,0,4,5801672.05,249,23299.887751004,4
"15742",15742,201708,0,5,271622.5,429,633.152680652681,7
"15743",15743,201804,0,0,0,832,0,2
"15744",15744,201707,0,4,34108149.7,4,8527037.425,3
"15745",15745,201802,0,0,0,55,0,5
"15746",15746,201702,0,4,602007,729,825.798353909465,3
"15747",15747,201701,0,5,0,101,0,4
"15748",15748,201709,0,5,700750,22,31852.2727272727,6
"15749",15749,201801,0,4,16839648,333,50569.5135135135,2
"15750",15750,201803,0,5,0,956,0,1
"15751",15751,201705,0,0,0,191,0,4
"15752",15752,201802,0,5,877923750.159,786,1116951.33608015,4
"15753",15753,201706,0,1,0,192,0,5
"15754",15754,201704,0,4,54026765.45,96,562778.806770833,3
"15755",15755,201706,0,2,409437795.65,696,588272.694899425,3
"15756",15756,201603,0,0,1078249.15,2659,405.509270402407,3
"15757",15757,201709,0,5,0,513,0,2
"15758",15758,201805,0,2,45965344.2,6,7660890.7,5
"15759",15759,201707,0,5,47300,1789,26.4393515930688,3
"15760",15760,201707,0,1,0,1278,0,3
"15761",15761,201706,0,2,45083862.8,111,406160.926126126,7
"15762",15762,201702,1,5,0,2563,0,2
"15763",15763,201803,1,5,38975000,108,360879.62962963,4
"15764",15764,201801,0,5,1079292210,410,2632420.02439024,4
"15765",15765,201712,0,2,0,2190,0,1
"15766",15766,201803,0,5,0,115,0,6
"15767",15767,201609,0,0,357000,41,8707.31707317073,5
"15768",15768,201703,0,3,1264835.7,163,7759.7282208589,6
"15769",15769,201704,0,5,168144987.7,96,1751510.28854167,5
"15770",15770,201712,0,4,0,6277,0,6
"15771",15771,201610,0,5,227634009.85,40,5690850.24625,4
"15772",15772,201709,0,0,0,36,0,2
"15773",15773,201601,0,0,0,0,0,1
"15774",15774,201806,0,5,35436266.7,20,1771813.335,4
"15775",15775,201806,1,4,4998300,534,9360.11235955056,5
"15776",15776,201610,0,2,21656173.9,1387,15613.6798125451,6
"15777",15777,201602,0,2,197928119.6,1167,169604.215595544,6
"15778",15778,201708,0,5,16650250,4623,3601.611507679,6
"15779",15779,201708,0,3,11795400,814,14490.6633906634,2
"15780",15780,201611,0,2,78427051.35,379,206931.533905013,5
"15781",15781,201601,0,4,6863300,1382,4966.20839363242,5
"15782",15782,201706,0,1,0,271,0,2
"15783",15783,201601,0,1,0,331,0,1
"15784",15784,201805,0,0,15961475,0,0,2
"15785",15785,201708,0,5,0,885,0,3
"15786",15786,201802,0,5,27365352.15,206,132841.515291262,3
"15787",15787,201706,0,5,1265000,894,1414.98881431767,5
"15788",15788,201612,0,1,0,796,0,1
"15789",15789,201709,1,1,5661700,2,2830850,7
"15790",15790,201804,0,5,0,239,0,1
"15791",15791,201701,0,0,0,157,0,3
"15792",15792,201612,0,0,0,11,0,1
"15793",15793,201703,0,2,2223129.95,40,55578.24875,5
"15794",15794,201611,0,1,521952.9,428,1219.51612149533,3
"15795",15795,201601,0,4,0,24,0,3
"15796",15796,201801,0,5,390400,214,1824.29906542056,2
"15797",15797,201608,0,5,5113746.1,208,24585.3177884615,4
"15798",15798,201609,0,5,3804650,318,11964.3081761006,6
"15799",15799,201804,0,0,0,633,0,1
"15800",15800,201606,0,5,2662388.35,1,2662388.35,6
"15801",15801,201709,0,5,998600,250,3994.4,1
"15802",15802,201803,0,5,66620,1281,52.0062451209992,4
"15803",15803,201807,0,0,100092.95,476,210.279306722689,4
"15804",15804,201710,0,0,394802435.2,43,9181451.98139535,2
"15805",15805,201704,0,2,0,186,0,3
"15806",15806,201703,0,5,0,788,0,1
"15807",15807,201709,0,5,0,5,0,1
"15808",15808,201602,0,1,129100,0,0,4
"15809",15809,201602,1,4,1605500,222,7231.98198198198,6
"15810",15810,201706,0,4,0,728,0,2
"15811",15811,201706,0,2,185142777.4,2,92571388.7,7
"15812",15812,201602,0,5,16051082.95,1783,9002.2899326977,4
"15813",15813,201708,1,1,1117200,225,4965.33333333333,5
"15814",15814,201805,0,5,5212750,256,20362.3046875,2
"15815",15815,201612,0,5,7754465,497,15602.5452716298,4
"15816",15816,201701,0,4,2440000,1135,2149.77973568282,6
"15817",15817,201603,0,0,0,355,0,1
"15818",15818,201709,0,4,0,49,0,1
"15819",15819,201601,0,0,111750,26,4298.07692307692,1
"15820",15820,201710,1,1,0,331,0,4
"15821",15821,201709,0,4,7735050,12,644587.5,4
"15822",15822,201710,0,0,0,853,0,1
"15823",15823,201707,0,5,4084961.5,115,35521.4043478261,4
"15824",15824,201603,0,1,3762.15,190,19.8007894736842,5
"15825",15825,201605,0,3,12082817.9,10,1208281.79,5
"15826",15826,201703,0,3,0,1582,0,5
"15827",15827,201806,0,5,8656084.65,7,1236583.52142857,5
"15828",15828,201701,0,4,0,3811,0,1
"15829",15829,201609,0,5,0,155,0,1
"15830",15830,201605,0,5,0,489,0,4
"15831",15831,201802,0,5,0,951,0,6
"15832",15832,201708,0,4,0,155,0,3
"15833",15833,201802,1,0,38811131.2,3,12937043.7333333,5
"15834",15834,201803,0,2,388426026.6,1424,272771.086095506,3
"15835",15835,201608,0,5,35674600,3317,10755.0798914682,8
"15836",15836,201605,0,0,0,2095,0,1
"15837",15837,201610,0,5,0,454,0,2
"15838",15838,201805,0,0,21907536.95,265,82669.950754717,3
"15839",15839,201606,0,4,30695217.45,28,1096257.76607143,7
"15840",15840,201801,0,4,3024000,1236,2446.60194174757,2
"15841",15841,201804,0,4,0,999,0,3
"15842",15842,201605,0,5,38152928.1,306,124682.771568627,5
"15843",15843,201802,0,5,0,1489,0,1
"15844",15844,201612,0,5,0,7,0,2
"15845",15845,201607,0,1,0,2,0,2
"15846",15846,201611,0,2,0,4,0,1
"15847",15847,201601,0,5,761375,1333,571.174043510878,4
"15848",15848,201603,0,5,3475000,192,18098.9583333333,8
"15849",15849,201707,0,5,10375500,902,11502.7716186253,4
"15850",15850,201710,0,4,0,542,0,3
"15851",15851,201805,0,0,0,1340,0,2
"15852",15852,201702,0,0,16800000,16,1050000,2
"15853",15853,201608,0,1,199500,9,22166.6666666667,4
"15854",15854,201704,0,5,0,23,0,4
"15855",15855,201608,0,5,0,28,0,4
"15856",15856,201609,0,5,10141120.35,81,125199.016666667,4
"15857",15857,201704,1,5,5587750,911,6133.64434687157,2
"15858",15858,201802,0,2,48190820,163,295649.202453988,4
"15859",15859,201806,0,5,0,969,0,2
"15860",15860,201602,0,5,0,59,0,5
"15861",15861,201604,0,5,0,111,0,4
"15862",15862,201804,0,5,34726437.5,5,6945287.5,4
"15863",15863,201801,0,5,43672200.3,1353,32278.0490022173,4
"15864",15864,201702,0,5,245775.5,2049,119.948999511957,5
"15865",15865,201704,0,5,0,725,0,2
"15866",15866,201804,0,1,0,89,0,1
"15867",15867,201603,0,4,2953809.05,2,1476904.525,4
"15868",15868,201801,0,4,860588.85,436,1973.82763761468,5
"15869",15869,201601,0,0,0,22,0,4
"15870",15870,201806,0,5,7258465.2,17,426968.541176471,6
"15871",15871,201602,0,0,0,405,0,1
"15872",15872,201802,0,5,0,5,0,5
"15873",15873,201807,0,5,0,808,0,2
"15874",15874,201801,0,2,72009180,9,8001020,6
"15875",15875,201706,0,4,15239490.9,765,19920.9031372549,2
"15876",15876,201804,0,2,72700988.1,1057,68780.4996215705,6
"15877",15877,201709,0,5,0,1309,0,3
"15878",15878,201712,0,5,4095350,20,204767.5,4
"15879",15879,201709,0,5,0,967,0,1
"15880",15880,201705,0,0,0,71,0,1
"15881",15881,201707,0,5,0,146,0,3
"15882",15882,201701,0,5,0,212,0,1
"15883",15883,201604,0,5,7136750,0,0,6
"15884",15884,201610,0,5,0,314,0,2
"15885",15885,201608,0,5,81000,4,20250,5
"15886",15886,201709,0,4,0,508,0,4
"15887",15887,201712,0,5,0,145,0,5
"15888",15888,201706,0,1,3574869.9,133,26878.7210526316,7
"15889",15889,201704,0,4,6982393.35,808,8641.57592821782,6
"15890",15890,201708,0,5,3881281,737,5266.32428765265,6
"15891",15891,201706,0,4,9569240.25,635,15069.6696850394,5
"15892",15892,201709,0,0,23806978.15,1463,16272.7123376623,5
"15893",15893,201802,0,5,1931042.15,984,1962.44120934959,4
"15894",15894,201706,0,5,1720963.95,220,7822.56340909091,7
"15895",15895,201706,0,4,95000,916,103.711790393013,4
"15896",15896,201807,1,1,0,196,0,5
"15897",15897,201703,0,0,0,37,0,2
"15898",15898,201807,0,4,265395.9,6,44232.65,4
"15899",15899,201805,0,4,5163750,161,32072.9813664596,4
"15900",15900,201612,0,5,2195953.2,455,4826.27076923077,5
"15901",15901,201708,0,4,1683570,96,17537.1875,6
"15902",15902,201709,0,5,26588650,498,53390.8634538153,7
"15903",15903,201704,0,5,0,578,0,3
"15904",15904,201610,0,4,1435980,74,19405.1351351351,6
"15905",15905,201803,0,5,11125252,92,120926.652173913,4
"15906",15906,201608,0,5,8555700,703,12170.2702702703,5
"15907",15907,201805,0,5,0,825,0,1
"15908",15908,201606,0,4,0,9,0,4
"15909",15909,201709,0,0,4780704.3,124,38554.0669354839,5
"15910",15910,201604,0,1,224300,30,7476.66666666667,1
"15911",15911,201604,0,5,0,89,0,4
"15912",15912,201701,0,2,57719421.5,27,2137756.35185185,6
"15913",15913,201709,1,1,0,928,0,1
"15914",15914,201612,0,5,47397500,2,23698750,5
"15915",15915,201701,0,5,0,472,0,1
"15916",15916,201712,0,4,0,0,0,1
"15917",15917,201710,0,5,48176.4,0,0,1
"15918",15918,201708,0,0,0,93,0,6
"15919",15919,201706,0,0,0,515,0,1
"15920",15920,201706,0,5,14806300,3,4935433.33333333,4
"15921",15921,201612,0,3,0,1044,0,2
"15922",15922,201604,0,5,10641453.9,556,19139.3055755396,7
"15923",15923,201703,0,2,2200250,871,2526.11940298507,4
"15924",15924,201702,0,5,0,317,0,5
"15925",15925,201608,0,5,2377585,76,31284.0131578947,6
"15926",15926,201807,1,2,145306698.2,488,297759.627459016,7
"15927",15927,201605,0,4,0,2468,0,6
"15928",15928,201807,0,5,163531613.9,222,736628.891441441,4
"15929",15929,201603,0,4,0,2483,0,1
"15930",15930,201609,0,5,0,65,0,1
"15931",15931,201611,0,5,0,19,0,4
"15932",15932,201805,0,5,9871250,342,28863.3040935673,2
"15933",15933,201609,0,4,0,230,0,5
"15934",15934,201802,1,5,0,77,0,3
"15935",15935,201708,0,0,0,39,0,1
"15936",15936,201706,0,1,0,3,0,1
"15937",15937,201806,0,5,130663531,20,6533176.55,4
"15938",15938,201704,0,5,2101969.5,2209,951.547985513807,7
"15939",15939,201705,0,5,0,1362,0,1
"15940",15940,201610,0,5,56850,10,5685,7
"15941",15941,201807,0,1,168000,962,174.636174636175,2
"15942",15942,201612,0,4,13301650,77,172748.701298701,4
"15943",15943,201707,0,5,0,339,0,1
"15944",15944,201609,1,0,0,33,0,3
"15945",15945,201802,0,4,23346350,5,4669270,4
"15946",15946,201611,0,5,0,225,0,2
"15947",15947,201703,0,5,9355200,0,0,7
"15948",15948,201608,0,5,0,1741,0,1
"15949",15949,201612,0,5,0,149,0,5
"15950",15950,201605,0,0,0,194,0,7
"15951",15951,201703,0,4,0,141,0,5
"15952",15952,201705,0,5,19448450,397,48988.5390428212,3
"15953",15953,201807,0,5,250700,536,467.723880597015,5
"15954",15954,201712,0,0,0,131,0,1
"15955",15955,201603,0,2,1894900,720,2631.80555555556,4
"15956",15956,201806,0,5,69895345,615,113650.967479675,6
"15957",15957,201705,0,5,0,505,0,2
"15958",15958,201612,0,5,0,3,0,3
"15959",15959,201701,0,5,0,9,0,2
"15960",15960,201709,0,0,0,183,0,3
"15961",15961,201706,0,0,1365,7,195,3
"15962",15962,201806,1,4,0,738,0,4
"15963",15963,201705,0,5,0,558,0,2
"15964",15964,201611,0,5,0,685,0,3
"15965",15965,201609,0,1,112420.35,3,37473.45,5
"15966",15966,201704,0,4,17125912.85,82,208852.595731707,7
"15967",15967,201605,0,5,0,746,0,3
"15968",15968,201705,0,0,0,359,0,1
"15969",15969,201601,0,1,0,35,0,1
"15970",15970,201807,0,0,0,15,0,3
