"","id","valor_total_transferido","n_transacciones_exitosas","val_por_transaccion","disposit"
"20434",96970,0,0,0,2
"20435",96971,0,14,0,1
"20436",96972,2906000,188,15457.4468085106,4
"20437",96973,19015000,489,38885.4805725971,1
"20438",96974,77104854.3,275,280381.288363636,4
"20439",96975,2092425,1292,1619.52399380805,2
"20440",96976,1900000,193,9844.55958549223,5
"20441",96977,63246120,582,108670.309278351,6
"20442",96978,0,579,0,1
"20443",96979,0,81,0,4
"20444",96980,14621300,4650,3144.36559139785,5
"20445",96981,0,563,0,3
"20446",96982,0,182,0,3
"20447",96983,0,30,0,3
"20448",96984,0,8,0,6
"20449",96985,0,226,0,2
"20450",96986,26863690,11,2442153.63636364,6
"20451",96987,0,867,0,6
"20452",96988,5471000,81,67543.2098765432,7
"20453",96989,97530000,667,146221.889055472,3
"20454",96990,16760357.85,162,103458.999074074,7
"20455",96991,0,943,0,3
"20456",96992,0,274,0,1
"20457",96993,42891150,1,42891150,6
"20458",96994,0,680,0,1
"20459",96995,1849733.6,0,0,2
"20460",96996,26337690.15,9,2926410.01666667,6
"20461",96997,0,834,0,2
"20462",96998,671597834.25,349,1924349.09527221,5
"20463",96999,19887220.25,281,70773.0258007117,5
"20464",97000,543000,2536,214.116719242902,6
"20465",97001,0,302,0,1
"20466",97002,0,59,0,2
"20467",97003,0,14,0,1
"20468",97004,0,0,0,1
"20469",97005,85733993.65,307,279263.822964169,7
"20470",97006,1631480.45,605,2696.66190082645,5
"20471",97007,0,645,0,5
"20472",97008,14318522,83,172512.313253012,5
"20473",97009,0,1121,0,2
"20474",97010,14523600,1,14523600,3
"20475",97011,11814653,1409,8385.13342796309,4
"20476",97012,0,1746,0,2
"20477",97013,0,370,0,5
"20478",97014,444116.45,161,2758.48726708075,7
"20479",97015,0,856,0,1
"20480",97016,0,110,0,3
"20481",97017,682.5,3,227.5,3
"20482",97018,285000,7,40714.2857142857,6
"20483",97019,0,230,0,1
"20484",97020,99307510.8,319,311308.811285266,6
"20485",97021,9509658.9,3410,2788.75627565982,8
"20486",97022,0,806,0,1
"20487",97023,233325,1,233325,2
"20488",97024,11413579.8,648,17613.5490740741,3
"20489",97025,131800,790,166.835443037975,2
"20490",97026,0,95,0,2
"20491",97027,0,12,0,1
"20492",97028,123041617.7,1,123041617.7,6
"20493",97029,0,1753,0,2
"20494",97030,0,20,0,2
"20495",97031,0,2,0,3
"20496",97032,580080.55,1004,577.769472111554,5
"20497",97033,45388141.05,333,136300.723873874,9
"20498",97034,0,2338,0,3
"20499",97035,8566500,106,80816.0377358491,2
"20500",97036,20770292.58,563,36892.1715452931,4
"20501",97037,0,623,0,6
"20502",97038,0,238,0,1
"20503",97039,0,0,0,3
"20504",97040,0,773,0,2
"20505",97041,0,6,0,1
"20506",97042,0,159,0,1
"20507",97043,0,4,0,3
"20508",97044,0,6,0,1
"20509",97045,0,0,0,2
"20510",97046,0,2,0,2
"20511",97047,0,23,0,4
"20512",97048,95677214.141,22,4348964.27913636,7
"20513",97049,1587186.5,571,2779.66112084063,4
"20514",97050,0,230,0,1
"20515",97051,5250000,0,0,6
"20516",97052,0,641,0,6
"20517",97053,63000,1217,51.7666392769104,7
"20518",97054,0,173,0,2
"20519",97055,42711105.9505,2,21355552.97525,4
"20520",97056,715311.45,1509,474.030119284294,3
"20521",97057,0,5,0,1
"20522",97058,3277094.9,21,156052.138095238,2
"20523",97059,0,611,0,1
"20524",97060,1563000,318,4915.09433962264,3
"20525",97061,767000,659,1163.8846737481,4
"20526",97062,2435205.75,638,3816.93691222571,4
"20527",97063,48720519.38,1013,48095.2807305035,3
"20528",97064,0,1279,0,5
"20529",97065,1247650,571,2185.02626970228,7
"20530",97066,0,263,0,1
"20531",97067,76808450,4,19202112.5,5
"20532",97068,0,1179,0,1
"20533",97069,0,23,0,3
"20534",97070,58560141.85,846,69220.0258274232,5
"20535",97071,180500,2062,87.5363724539282,3
"20536",97072,27876757.5,379,73553.4498680739,5
"20537",97073,0,361,0,1
"20538",97074,968758.1,1,968758.1,2
"20539",97075,45387000,41,1107000,6
"20540",97076,5909011.4,241,24518.7195020747,5
"20541",97077,1472262836.7,574,2564917.83397213,5
"20542",97078,0,196,0,3
"20543",97079,0,42,0,4
"20544",97080,91634183.15,257,356553.241828794,6
"20545",97081,321250,2279,140.960947784116,3
"20546",97082,41194562.2,290,142050.214482759,4
"20547",97083,105000,1075,97.6744186046512,5
"20548",97084,2104408.85,369,5703.00501355014,2
"20549",97085,0,23,0,5
"20550",97086,0,72,0,2
"20551",97087,25474361.15,176,144740.688352273,3
"20552",97088,0,1645,0,3
"20553",97089,0,10,0,3
"20554",97090,0,20,0,2
"20555",97091,0,343,0,4
"20556",97092,56499169.3,6,9416528.21666667,3
"20557",97093,4667028.9,2383,1958.46785564415,4
"20558",97094,328078.8,46,7132.14782608696,4
"20559",97095,2230515,681,3275.35242290749,4
"20560",97096,382413.95,284,1346.52799295775,5
"20561",97097,46537.05,241,193.09979253112,3
"20562",97098,3089450,12,257454.166666667,7
"20563",97099,0,582,0,5
"20564",97100,26588286.55,163,163118.322392638,5
"20565",97101,0,1446,0,1
"20566",97102,0,15,0,2
"20567",97103,6931000,3,2310333.33333333,5
"20568",97104,17645.3,158,111.679113924051,4
"20569",97105,4974700,433,11488.9145496536,5
"20570",97106,0,427,0,4
"20571",97107,0,68,0,3
"20572",97108,0,7,0,3
"20573",97109,0,25,0,3
"20574",97110,0,2,0,1
"20575",97111,0,291,0,5
"20576",97112,335958509.6,149,2254755.09798658,7
"20577",97113,0,2000,0,1
"20578",97114,14161639.15,2,7080819.575,5
"20579",97115,0,903,0,4
"20580",97116,0,148,0,2
"20581",97117,56100,2,28050,1
"20582",97118,0,65,0,4
"20583",97119,28228091.3,470,60059.7687234043,2
"20584",97120,364230,82,4441.82926829268,7
"20585",97121,0,537,0,3
"20586",97122,516917.6,664,778.490361445783,3
"20587",97123,0,201,0,5
"20588",97124,8449720,20,422486,4
"20589",97125,88433300.35,38,2327192.11447368,2
"20590",97126,6300000,26,242307.692307692,4
"20591",97127,0,134,0,1
"20592",97128,2640204.3,31,85167.8806451613,4
"20593",97129,572000,337,1697.3293768546,5
"20594",97130,0,1211,0,4
"20595",97131,25660781.95,28,916456.498214286,3
"20596",97132,0,1067,0,3
"20597",97133,0,440,0,4
"20598",97134,92150062.65,16,5759378.915625,4
"20599",97135,0,1386,0,4
"20600",97136,0,492,0,4
"20601",97137,0,18,0,2
"20602",97138,11156946.25,1317,8471.48538344723,6
"20603",97139,0,1023,0,3
"20604",97140,0,21,0,3
"20605",97141,0,20,0,4
"20606",97142,0,150,0,1
"20607",97143,0,36,0,1
"20608",97144,412845,34,12142.5,6
"20609",97145,30234500,583,51860.2058319039,5
"20610",97146,142500,237,601.26582278481,4
"20611",97147,7900,129,61.2403100775194,1
"20612",97148,0,152,0,4
"20613",97149,4964244.3,88,56411.8670454545,3
"20614",97150,3150,1572,2.00381679389313,5
"20615",97151,40980091,93,440646.139784946,7
"20616",97152,4581365,3725,1229.8966442953,5
"20617",97153,0,793,0,4
"20618",97154,0,475,0,1
"20619",97155,2812100,0,0,1
"20620",97156,0,675,0,4
"20621",97157,0,143,0,4
"20622",97158,0,33,0,4
"20623",97159,0,30,0,1
"20624",97160,0,0,0,4
"20625",97161,0,47,0,1
"20626",97162,0,143,0,5
"20627",97163,0,170,0,4
"20628",97164,7201050,123,58545.1219512195,4
"20629",97165,299600,486,616.460905349794,5
"20630",97166,0,398,0,1
"20631",97167,454200,103,4409.70873786408,7
"20632",97168,0,495,0,1
"20633",97169,0,16,0,1
"20634",97170,31550,65,485.384615384615,3
"20635",97171,0,83,0,3
"20636",97172,14619188.05,4,3654797.0125,4
"20637",97173,62371742.15,1777,35099.4609735509,6
"20638",97174,0,1293,0,3
"20639",97175,0,420,0,3
"20640",97176,42110310.038,53,794534.151660377,2
"20641",97177,25156900,108,232934.259259259,4
"20642",97178,0,1073,0,3
"20643",97179,181155,5,36231,6
"20644",97180,0,2154,0,4
"20645",97181,0,1578,0,6
"20646",97182,2536850,472,5374.68220338983,7
"20647",97183,0,329,0,4
"20648",97184,0,79,0,2
"20649",97185,0,13,0,3
"20650",97186,5922113.55,18,329006.308333333,7
"20651",97187,17506693.25,264,66313.2320075758,5
"20652",97188,5605.95,70,80.085,3
"20653",97189,30286559.45,317,95541.1970031546,4
"20654",97190,6527029.75,1317,4955.9831055429,3
"20655",97191,2352500.1,26,90480.7730769231,3
"20656",97192,0,607,0,2
"20657",97193,393731599.85,461,854081.561496746,5
"20658",97194,48443603.8,1697,28546.6139068945,5
"20659",97195,0,116,0,2
"20660",97196,0,5,0,1
"20661",97197,2157465,63,34245.4761904762,6
"20662",97198,420445,1629,258.100061387354,1
"20663",97199,0,12,0,5
"20664",97200,0,99,0,3
"20665",97201,173473886.55,60,2891231.4425,7
"20666",97202,18382300,1481,12412.0864280891,5
"20667",97203,0,317,0,1
"20668",97204,0,189,0,1
"20669",97205,0,40,0,2
"20670",97206,0,0,0,2
"20671",97207,55215766.15,5,11043153.23,5
"20672",97208,2500449.3,413,6054.35665859564,7
"20673",97209,0,398,0,2
"20674",97210,0,1,0,1
"20675",97211,181395219.27,20,9069760.9635,3
"20676",97212,3051350,1257,2427.48607796341,4
"20677",97213,107779116.15,248,434593.210282258,6
"20678",97214,51945400,1244,41756.7524115756,5
"20679",97215,568539.5,560,1015.24910714286,5
"20680",97216,0,206,0,4
"20681",97217,0,686,0,3
"20682",97218,35095185,5,7019037,7
"20683",97219,10234896.2,2503,4089.05161805833,6
"20684",97220,29508956.45,380,77655.1485526316,2
"20685",97221,1327955,2899,458.07347361159,8
"20686",97222,4508531.75,619,7283.57310177706,6
"20687",97223,0,465,0,1
"20688",97224,0,300,0,4
"20689",97225,0,84,0,4
"20690",97226,38180761.5,358,106650.171787709,4
"20691",97227,0,1382,0,1
"20692",97228,0,9,0,4
"20693",97229,7494071.4,18,416337.3,5
"20694",97230,0,1089,0,6
"20695",97231,0,179,0,1
"20696",97232,16078409.2,14,1148457.8,5
"20697",97233,0,515,0,5
"20698",97234,946075.1,261,3624.80881226054,3
"20699",97235,0,27,0,5
"20700",97236,0,56,0,1
"20701",97237,8630594.3,113,76376.9407079646,5
"20702",97238,0,573,0,5
"20703",97239,0,94,0,3
"20704",97240,0,3,0,1
"20705",97241,0,1061,0,2
"20706",97242,0,2,0,1
"20707",97243,0,233,0,6
"20708",97244,0,474,0,3
"20709",97245,0,4,0,3
"20710",97246,0,113,0,5
"20711",97247,20084.9,384,52.3044270833333,3
"20712",97248,4932250,36,137006.944444444,5
"20713",97249,0,340,0,1
"20714",97250,23557448.55,686,34340.3040087464,5
"20715",97251,10198101.55,906,11256.1827262693,6
"20716",97252,15741502.9,1390,11324.8222302158,5
"20717",97253,0,1736,0,1
"20718",97254,0,611,0,4
"20719",97255,0,39,0,4
"20720",97256,3942500,9,438055.555555556,5
"20721",97257,0,408,0,1
"20722",97258,81725038.95,59,1385170.15169492,6
"20723",97259,160027.5,1030,155.366504854369,3
"20724",97260,0,308,0,4
"20725",97261,0,9,0,4
"20726",97262,0,22,0,1
"20727",97263,0,231,0,3
"20728",97264,0,8,0,2
"20729",97265,0,44,0,2
"20730",97266,0,2,0,6
"20731",97267,0,259,0,2
"20732",97268,0,102,0,4
"20733",97269,0,189,0,3
"20734",97270,0,4,0,3
"20735",97271,0,175,0,5
"20736",97272,142500,153,931.372549019608,5
"20737",97273,0,132,0,2
"20738",97274,469973926.2,2,234986963.1,3
"20739",97275,8684095.05,445,19514.8203370787,2
"20740",97276,16546040,79,209443.544303797,5
"20741",97277,0,1460,0,1
"20742",97278,39502913.8705,453,87202.9003763797,5
"20743",97279,394250,2211,178.312980551787,2
"20744",97280,0,146,0,1
"20745",97281,157500,289,544.982698961938,5
"20746",97282,0,184,0,1
"20747",97283,0,52,0,4
"20748",97284,242500,3,80833.3333333333,2
"20749",97285,39819424.75,114,349293.199561403,4
"20750",97286,608500,1266,480.647709320695,4
"20751",97287,0,124,0,3
"20752",97288,0,10,0,1
"20753",97289,0,15,0,8
"20754",97290,0,526,0,4
"20755",97291,0,236,0,2
"20756",97292,91960,141,652.198581560284,6
"20757",97293,60715411.8,300,202384.706,6
"20758",97294,65466.4,1309,50.0125286478228,6
"20759",97295,0,264,0,1
"20760",97296,0,1,0,1
"20761",97297,1349,399,3.38095238095238,7
"20762",97298,0,233,0,3
"20763",97299,0,210,0,3
"20764",97300,241400,6,40233.3333333333,4
"20765",97301,0,129,0,3
"20766",97302,0,72,0,1
"20767",97303,0,752,0,2
"20768",97304,0,7,0,1
"20769",97305,0,0,0,4
"20770",97306,0,307,0,3
"20771",97307,52357611.55,13,4027508.58076923,5
"20772",97308,0,2083,0,2
"20773",97309,50771146.75,15,3384743.11666667,4
"20774",97310,842650,181,4655.52486187845,3
"20775",97311,0,484,0,3
"20776",97312,105000,660,159.090909090909,5
"20777",97313,0,365,0,2
"20778",97314,81355625.8,6,13559270.9666667,4
"20779",97315,9500,51,186.274509803922,4
"20780",97316,0,451,0,1
"20781",97317,0,0,0,1
"20782",97318,2136250,373,5727.21179624665,5
"20783",97319,0,475,0,1
"20784",97320,6020750,111,54240.990990991,4
"20785",97321,0,756,0,1
"20786",97322,0,763,0,2
"20787",97323,11566077.5,2,5783038.75,3
"20788",97324,0,599,0,3
"20789",97325,118084914.65,4,29521228.6625,2
"20790",97326,210000,1263,166.270783847981,5
"20791",97327,0,275,0,1
"20792",97328,78015160.9,7,11145022.9857143,3
"20793",97329,22506.75,113,199.174778761062,2
"20794",97330,5636078.1,3,1878692.7,2
"20795",97331,1365,38,35.9210526315789,5
"20796",97332,0,211,0,2
"20797",97333,30860754.55,38,812125.119736842,7
"20798",97334,747600,1756,425.740318906606,1
"20799",97335,0,319,0,2
"20800",97336,402849.5,2,201424.75,7
"20801",97337,14006332.4,369,37957.5403794038,2
"20802",97338,0,114,0,2
"20803",97339,8123715,7,1160530.71428571,2
"20804",97340,0,519,0,4
"20805",97341,0,9,0,2
"20806",97342,0,448,0,3
"20807",97343,0,6,0,1
"20808",97344,261647189.5,50,5232943.79,2
"20809",97345,0,290,0,2
"20810",97346,0,31,0,1
"20811",97347,0,0,0,2
"20812",97348,0,19,0,1
"20813",97349,1451000,0,0,5
"20814",97350,4583195.15,190,24122.0797368421,4
"20815",97351,48474625,1014,47805.3500986193,1
"20816",97352,16579182.1,1090,15210.2588073394,3
"20817",97353,373456.85,971,384.610556127703,7
"20818",97354,133000,312,426.282051282051,4
"20819",97355,35647506.2,171,208464.948538012,4
"20820",97356,0,1900,0,4
"20821",97357,0,90,0,4
"20822",97358,0,165,0,3
"20823",97359,0,3,0,2
"20824",97360,0,1,0,2
"20825",97361,0,160,0,1
"20826",97362,0,1,0,3
"20827",97363,0,968,0,3
"20828",97364,0,477,0,2
"20829",97365,0,259,0,1
"20830",97366,31383191.25,36,871755.3125,3
"20831",97367,111193746.7,36,3088715.18611111,2
"20832",97368,0,2333,0,3
"20833",97369,37305245,476,78372.3634453782,5
"20834",97370,0,2130,0,2
"20835",97371,0,3,0,1
"20836",97372,11562049.9,272,42507.5363970588,6
"20837",97373,277380.6,336,825.5375,5
"20838",97374,0,106,0,1
"20839",97375,481149.25,53,9078.28773584906,3
"20840",97376,895650,13,68896.1538461538,6
"20841",97377,3326703.831,78,42650.0491153846,3
"20842",97378,2866100,1096,2615.05474452555,6
"20843",97379,119400,863,138.354577056779,1
"20844",97380,0,132,0,5
"20845",97381,0,241,0,3
"20846",97382,0,322,0,3
"20847",97383,0,30,0,3
"20848",97384,0,16,0,4
"20849",97385,145600,1153,126.279271465742,5
"20850",97386,0,358,0,1
"20851",97387,0,0,0,5
"20852",97388,0,102,0,6
"20853",97389,102336222.35,67,1527406.30373134,6
"20854",97390,28069511.45,932,30117.501555794,5
"20855",97391,0,108,0,2
"20856",97392,0,2,0,5
"20857",97393,0,42,0,2
"20858",97394,0,57,0,5
"20859",97395,19622409.2,158,124192.463291139,6
"20860",97396,0,2699,0,3
"20861",97397,2964000,2,1482000,4
"20862",97398,18960655,316,60002.0727848101,5
"20863",97399,119586072.9,750,159448.0972,3
"20864",97400,33999103.85,2527,13454.3347249703,6
"20865",97401,0,513,0,1
"20866",97402,650471.85,29,22430.0637931034,7
"20867",97403,37967833.1,38,999153.502631579,5
"20868",97404,0,2535,0,6
"20869",97405,0,1071,0,4
"20870",97406,0,250,0,1
"20871",97407,0,0,0,2
"20872",97408,96645952.6,461,209644.148806941,5
"20873",97409,0,3738,0,2
"20874",97410,3667199.7,156,23507.6903846154,5
"20875",97411,15332530,43,356570.465116279,2
"20876",97412,0,131,0,2
"20877",97413,2766600,4,691650,9
"20878",97414,58224905.952,231,252055.869922078,2
"20879",97415,100341954.5,179,560569.578212291,3
"20880",97416,11765350,116,101425.431034483,4
"20881",97417,0,619,0,1
"20882",97418,232014000,428,542088.785046729,4
"20883",97419,108455857.65,243,446320.401851852,3
"20884",97420,0,253,0,3
"20885",97421,0,40,0,3
"20886",97422,0,308,0,1
"20887",97423,6703600,1,6703600,6
"20888",97424,0,1290,0,1
"20889",97425,1182000,17,69529.4117647059,5
"20890",97426,0,241,0,2
"20891",97427,0,4,0,2
"20892",97428,11167500,3,3722500,2
"20893",97429,865635415,638,1356795.32131661,7
"20894",97430,43722294.85,3250,13453.0138,1
"20895",97431,8016327.4,1177,6810.81342395922,2
"20896",97432,0,1201,0,1
"20897",97433,7839989.6,2,3919994.8,5
"20898",97434,2169.8,544,3.98860294117647,4
"20899",97435,24803834.65,12,2066986.22083333,4
"20900",97436,0,790,0,2
"20901",97437,4266365,16,266647.8125,5
"20902",97438,0,584,0,2
"20903",97439,3830907.2,215,17818.1730232558,5
"20904",97440,0,1058,0,4
"20905",97441,0,202,0,3
"20906",97442,0,113,0,2
"20907",97443,26941233.65,5,5388246.73,5
"20908",97444,0,2234,0,3
"20909",97445,0,37,0,2
"20910",97446,9680700,190,50951.0526315789,5
"20911",97447,8257298.95,982,8408.65473523422,4
"20912",97448,4358314.05,1512,2882.48283730159,5
"20913",97449,0,448,0,3
"20914",97450,0,5,0,1
"20915",97451,0,2,0,3
"20916",97452,0,5,0,1
"20917",97453,397425,0,0,5
"20918",97454,0,371,0,1
"20919",97455,0,99,0,6
"20920",97456,0,809,0,5
"20921",97457,0,72,0,3
"20922",97458,0,2366,0,4
"20923",97459,6933200,15,462213.333333333,5
"20924",97460,7762659.95,495,15682.1413131313,4
"20925",97461,102306657.75,423,241859.710992908,3
"20926",97462,178401417.6,562,317440.244839858,4
"20927",97463,29307915.35,2833,10345.187204377,7
"20928",97464,2528555,1217,2077.69515201315,4
"20929",97465,10557250,215,49103.488372093,5
"20930",97466,1973242.95,357,5527.29117647059,5
"20931",97467,0,332,0,1
"20932",97468,0,0,0,3
"20933",97469,12150050,5,2430010,2
"20934",97470,0,276,0,1
"20935",97471,0,275,0,2
"20936",97472,0,116,0,5
"20937",97473,0,307,0,6
"20938",97474,0,116,0,2
"20939",97475,0,6,0,5
"20940",97476,318924730.65,316,1009255.47674051,7
"20941",97477,21401747.6,3276,6532.88998778999,5
"20942",97478,0,957,0,3
"20943",97479,259028456,6,43171409.3333333,5
"20944",97480,6795.6,731,9.29630642954856,3
"20945",97481,0,102,0,2
"20946",97482,25948551.3,221,117414.259276018,8
"20947",97483,51210050,2137,23963.5236312588,6
"20948",97484,8749536.2,756,11573.4605820106,4
"20949",97485,7643260,1204,6348.22259136213,5
"20950",97486,4008066.3,591,6781.83807106599,3
"20951",97487,5771117.45,328,17594.8702743902,7
"20952",97488,25888361,1191,21736.6591099916,3
"20953",97489,0,123,0,4
"20954",97490,0,693,0,2
"20955",97491,36602377.2,52,703891.869230769,2
"20956",97492,0,24,0,3
"20957",97493,2731138.95,78,35014.6019230769,5
"20958",97494,18674750,1077,17339.6007428041,6
"20959",97495,0,838,0,4
"20960",97496,13300,12,1108.33333333333,6
"20961",97497,0,254,0,1
"20962",97498,0,0,0,3
"20963",97499,0,86,0,1
"20964",97500,1557346.35,320,4866.70734375,8
"20965",97501,0,208,0,1
"20966",97502,0,2,0,2
"20967",97503,0,2,0,2
"20968",97504,5207855,3,1735951.66666667,5
"20969",97505,92717300,379,244636.675461741,5
"20970",97506,20127020,579,34761.6925734024,8
"20971",97507,0,2797,0,3
"20972",97508,2274550,290,7843.27586206897,6
"20973",97509,441124.95,845,522.041360946746,8
"20974",97510,0,771,0,2
"20975",97511,1007900,351,2871.50997150997,6
"20976",97512,0,275,0,5
"20977",97513,0,23,0,1
"20978",97514,0,0,0,3
"20979",97515,0,4,0,5
"20980",97516,0,27,0,1
"20981",97517,28733983.85,19,1512314.93947368,4
"20982",97518,0,949,0,3
"20983",97519,0,43,0,1
"20984",97520,0,1,0,3
"20985",97521,0,6,0,2
"20986",97522,2034097.75,2,1017048.875,2
"20987",97523,104419969.5,1665,62714.6963963964,4
"20988",97524,0,162,0,1
"20989",97525,0,0,0,2
"20990",97526,1470000,0,0,4
"20991",97527,198200,227,873.127753303965,5
"20992",97528,17050457.05,142,120073.641197183,4
"20993",97529,58092250,823,70585.9659781288,7
"20994",97530,236250,1007,234.607745779543,5
"20995",97531,29630274.7,202,146684.528217822,6
"20996",97532,0,471,0,1
"20997",97533,44768800,3,14922933.3333333,2
"20998",97534,10475003.45,677,15472.6786558346,7
"20999",97535,0,1045,0,2
"21000",97536,0,4,0,1
"21001",97537,0,154,0,4
"21002",97538,23562205.35,20,1178110.2675,6
"21003",97539,0,1941,0,1
"21004",97540,1688.2,210,8.03904761904762,3
"21005",97541,0,19,0,3
"21006",97542,0,423,0,7
"21007",97543,3789300,705,5374.89361702128,2
"21008",97544,66500,547,121.572212065814,1
"21009",97545,1191370.95,572,2082.81634615385,3
"21010",97546,0,82,0,1
"21011",97547,0,52,0,2
"21012",97548,0,3,0,3
"21013",97549,0,339,0,1
"21014",97550,6439879.25,2,3219939.625,2
"21015",97551,0,14,0,1
"21016",97552,0,0,0,1
"21017",97553,0,409,0,1
"21018",97554,79845763.7,2,39922881.85,4
"21019",97555,10771625,1100,9792.38636363636,6
"21020",97556,984625,1791,549.762702400893,7
"21021",97557,0,524,0,3
"21022",97558,0,5,0,3
"21023",97559,0,174,0,6
"21024",97560,47085158.4,690,68239.36,7
"21025",97561,0,2339,0,2
"21026",97562,0,3,0,4
"21027",97563,0,297,0,3
"21028",97564,111651235.45,321,347823.163395639,7
"21029",97565,684750,938,730.01066098081,6
"21030",97566,0,1323,0,3
"21031",97567,0,1790,0,1
"21032",97568,2880000,2,1440000,4
"21033",97569,83828761.25,747,112220.563922356,4
"21034",97570,0,669,0,5
"21035",97571,5284000,38,139052.631578947,6
"21036",97572,699800,636,1100.31446540881,5
"21037",97573,0,382,0,3
"21038",97574,7676381.5,5,1535276.3,5
"21039",97575,147418.05,979,150.580234933606,5
"21040",97576,39585,332,119.231927710843,3
"21041",97577,1618151.55,299,5411.87809364549,5
"21042",97578,4864739.55,229,21243.4041484716,4
"21043",97579,0,1552,0,1
"21044",97580,8382641,410,20445.4658536585,5
"21045",97581,18336575.65,483,37963.9247412008,2
"21046",97582,1349,708,1.90536723163842,2
"21047",97583,0,20,0,1
"21048",97584,39523604,4371,9042.23381377259,4
"21049",97585,1582500,1293,1223.89791183295,3
"21050",97586,996986.375,815,1223.29616564417,6
"21051",97587,5905289.55,223,26481.119058296,5
"21052",97588,26193400,979,26755.2604698672,4
"21053",97589,0,813,0,2
"21054",97590,0,23,0,2
"21055",97591,1807850,306,5908.00653594771,3
"21056",97592,416336.681,369,1128.28368834688,5
"21057",97593,0,952,0,5
"21058",97594,0,20,0,1
"21059",97595,487194242.5,1,487194242.5,8
"21060",97596,0,1146,0,5
"21061",97597,78031110.9,431,181046.661020882,5
"21062",97598,21072263.65,1361,15482.9270022043,6
"21063",97599,51458348.65,249,206660.034738956,3
"21064",97600,24712340.1,2086,11846.7593959732,4
"21065",97601,0,84,0,7
"21066",97602,0,557,0,5
"21067",97603,2112347,10,211234.7,2
"21068",97604,0,1127,0,1
"21069",97605,0,176,0,2
"21070",97606,0,253,0,1
"21071",97607,20493900,0,0,4
"21072",97608,0,295,0,2
"21073",97609,0,2,0,4
"21074",97610,1199900,59,20337.2881355932,5
"21075",97611,0,114,0,2
"21076",97612,24416524.75,3,8138841.58333333,3
"21077",97613,66025571.631,24,2751065.484625,4
"21078",97614,11656058.8,1234,9445.75267423015,6
"21079",97615,0,382,0,3
"21080",97616,0,4,0,2
"21081",97617,0,12,0,1
"21082",97618,0,1,0,3
"21083",97619,5231500,103,50791.2621359223,5
"21084",97620,0,901,0,1
"21085",97621,5642264.4,0,0,3
"21086",97622,0,1990,0,1
"21087",97623,0,0,0,3
"21088",97624,257500,16,16093.75,6
"21089",97625,177664249.45,646,275022.057972136,7
"21090",97626,0,1534,0,4
"21091",97627,0,163,0,1
"21092",97628,472500,3,157500,5
"21093",97629,70389666.1,195,360972.646666667,2
"21094",97630,108790098.55,251,433426.687450199,3
"21095",97631,0,3319,0,1
"21096",97632,0,54,0,1
"21097",97633,0,189,0,1
"21098",97634,6114155,9,679350.555555556,3
"21099",97635,0,607,0,2
"21100",97636,0,5,0,3
"21101",97637,0,9,0,1
"21102",97638,1763233453.3,1,1763233453.3,5
"21103",97639,0,34,0,1
"21104",97640,19077050,36,529918.055555556,4
"21105",97641,0,342,0,3
"21106",97642,0,61,0,2
"21107",97643,143260.092,4,35815.023,3
"21108",97644,0,8,0,1
"21109",97645,0,376,0,4
"21110",97646,0,211,0,4
"21111",97647,0,237,0,1
"21112",97648,0,2,0,1
"21113",97649,0,36,0,4
"21114",97650,0,45,0,4
"21115",97651,12301730,9,1366858.88888889,4
"21116",97652,285000,285,1000,5
"21117",97653,142500,113,1261.06194690265,4
"21118",97654,0,691,0,3
"21119",97655,0,149,0,1
"21120",97656,0,60,0,5
"21121",97657,0,425,0,2
"21122",97658,0,0,0,1
"21123",97659,0,390,0,4
"21124",97660,15250000,2374,6423.75737152485,4
"21125",97661,0,175,0,3
"21126",97662,0,7,0,2
"21127",97663,0,130,0,2
"21128",97664,0,3,0,6
"21129",97665,0,190,0,5
"21130",97666,0,179,0,2
"21131",97667,2408100,0,0,6
"21132",97668,2264307.45,2015,1123.72578163772,3
"21133",97669,0,29,0,2
"21134",97670,11921161.95,136,87655.6025735294,4
"21135",97671,17324787.75,495,34999.5712121212,4
"21136",97672,0,58,0,3
"21137",97673,14257644.15,7,2036806.30714286,4
"21138",97674,3239454,792,4090.2196969697,4
"21139",97675,285820,738,387.289972899729,3
"21140",97676,227795.4,624,365.056730769231,4
"21141",97677,1749642.45,79,22147.3727848101,4
"21142",97678,7188550,1162,6186.35972461274,6
"21143",97679,0,867,0,3
"21144",97680,0,48,0,1
"21145",97681,1794199.5,634,2829.96766561514,5
"21146",97682,0,880,0,1
"21147",97683,2591733.5,418,6200.31937799043,6
"21148",97684,0,112,0,1
"21149",97685,0,240,0,3
"21150",97686,0,1650,0,1
"21151",97687,187268196.65,224,836018.735044643,5
"21152",97688,4397013.15,156,28185.9817307692,6
"21153",97689,1863500,969,1923.11661506708,2
"21154",97690,0,278,0,3
"21155",97691,0,11,0,3
"21156",97692,147974511.6,55,2690445.66545455,5
"21157",97693,0,536,0,3
"21158",97694,0,12,0,1
"21159",97695,233470.5,30,7782.35,5
"21160",97696,0,380,0,3
"21161",97697,0,35,0,3
"21162",97698,0,278,0,1
"21163",97699,0,3,0,4
"21164",97700,0,12,0,1
"21165",97701,0,95,0,3
"21166",97702,0,1,0,2
"21167",97703,292425,4,73106.25,5
"21168",97704,0,892,0,3
"21169",97705,0,7,0,4
"21170",97706,0,57,0,4
"21171",97707,202100,33,6124.24242424242,1
